timestamp,total_gb,used_gb,available_gb,usage_percent,cached_gb
1754585903,2014.0,45.0,1969.0,2.2,1042.0
1754585908,2014.0,45.0,1969.0,2.2,1042.0
1754585913,2014.0,45.0,1968.0,2.2,1042.0
1754585918,2014.0,46.0,1968.0,2.3,1042.0
1754585923,2014.0,47.0,1967.0,2.3,1042.0
1754585928,2014.0,48.0,1966.0,2.4,1042.0
1754585933,2014.0,48.0,1966.0,2.4,1042.0
1754585938,2014.0,47.0,1967.0,2.3,1048.0
1754585943,2014.0,47.0,1967.0,2.3,1056.0
1754585948,2014.0,48.0,1966.0,2.4,1056.0
1754585953,2014.0,49.0,1965.0,2.4,1056.0
1754585958,2014.0,49.0,1964.0,2.4,1056.0
1754585963,2014.0,49.0,1964.0,2.4,1056.0
1754585968,2014.0,49.0,1964.0,2.4,1056.0
1754585973,2014.0,54.0,1960.0,2.7,1056.0
1754585978,2014.0,54.0,1960.0,2.7,1056.0
1754585983,2014.0,55.0,1959.0,2.7,1056.0
1754585988,2014.0,56.0,1958.0,2.8,1056.0
1754585993,2014.0,57.0,1957.0,2.8,1056.0
1754585998,2014.0,57.0,1957.0,2.8,1056.0
1754586003,2014.0,57.0,1957.0,2.8,1056.0
1754586008,2014.0,57.0,1957.0,2.8,1056.0
1754586013,2014.0,57.0,1957.0,2.8,1056.0
1754586018,2014.0,57.0,1957.0,2.8,1056.0
1754586023,2014.0,56.0,1958.0,2.8,1056.0
1754586028,2014.0,45.0,1968.0,2.2,1056.0
1754586033,2014.0,45.0,1968.0,2.2,1056.0
1754586038,2014.0,45.0,1968.0,2.2,1056.0
1754586043,2014.0,45.0,1968.0,2.2,1056.0
1754586048,2014.0,45.0,1968.0,2.2,1056.0
1754586053,2014.0,45.0,1968.0,2.2,1056.0
1754586058,2014.0,45.0,1968.0,2.2,1056.0
1754586063,2014.0,46.0,1968.0,2.3,1056.0
1754586068,2014.0,46.0,1967.0,2.3,1056.0
1754586073,2014.0,47.0,1967.0,2.3,1056.0
1754586078,2014.0,48.0,1966.0,2.4,1056.0
1754586083,2014.0,48.0,1965.0,2.4,1056.0
1754586088,2014.0,47.0,1966.0,2.3,1056.0
1754586093,2014.0,48.0,1966.0,2.4,1056.0
1754586098,2014.0,48.0,1966.0,2.4,1056.0
1754586103,2014.0,50.0,1964.0,2.5,1056.0
1754586108,2014.0,50.0,1964.0,2.5,1056.0
1754586113,2014.0,50.0,1964.0,2.5,1056.0
1754586118,2014.0,54.0,1960.0,2.7,1056.0
1754586123,2014.0,54.0,1960.0,2.7,1056.0
1754586128,2014.0,55.0,1959.0,2.7,1056.0
1754586133,2014.0,55.0,1959.0,2.7,1056.0
1754586138,2014.0,56.0,1958.0,2.8,1056.0
1754586143,2014.0,57.0,1957.0,2.8,1056.0
1754586148,2014.0,57.0,1956.0,2.8,1056.0
1754586153,2014.0,58.0,1956.0,2.9,1056.0
1754586158,2014.0,58.0,1956.0,2.9,1056.0
1754586163,2014.0,58.0,1956.0,2.9,1056.0
1754586168,2014.0,57.0,1957.0,2.8,1056.0
1754586173,2014.0,46.0,1968.0,2.3,1056.0
1754586178,2014.0,46.0,1968.0,2.3,1056.0
1754586183,2014.0,46.0,1968.0,2.3,1056.0
1754586188,2014.0,46.0,1968.0,2.3,1056.0
1754586193,2014.0,46.0,1968.0,2.3,1056.0
1754586198,2014.0,46.0,1968.0,2.3,1056.0
1754586203,2014.0,46.0,1968.0,2.3,1056.0
1754586208,2014.0,46.0,1968.0,2.3,1056.0
1754586213,2014.0,46.0,1968.0,2.3,1056.0
1754586218,2014.0,47.0,1967.0,2.3,1056.0
1754586223,2014.0,48.0,1966.0,2.4,1056.0
1754586228,2014.0,49.0,1965.0,2.4,1056.0
1754586233,2014.0,49.0,1965.0,2.4,1056.0
1754586238,2014.0,48.0,1966.0,2.4,1056.0
1754586243,2014.0,48.0,1966.0,2.4,1056.0
1754586248,2014.0,49.0,1965.0,2.4,1056.0
1754586253,2014.0,50.0,1964.0,2.5,1056.0
1754586258,2014.0,50.0,1964.0,2.5,1056.0
1754586263,2014.0,50.0,1964.0,2.5,1056.0
1754586268,2014.0,54.0,1960.0,2.7,1056.0
1754586273,2014.0,54.0,1960.0,2.7,1056.0
1754586278,2014.0,55.0,1959.0,2.7,1056.0
1754586283,2014.0,56.0,1958.0,2.8,1056.0
1754586288,2014.0,56.0,1957.0,2.8,1056.0
1754586293,2014.0,57.0,1957.0,2.8,1056.0
1754586298,2014.0,57.0,1956.0,2.8,1056.0
1754586303,2014.0,57.0,1956.0,2.8,1056.0
1754586308,2014.0,57.0,1956.0,2.8,1056.0
1754586313,2014.0,57.0,1956.0,2.8,1056.0
1754586318,2014.0,57.0,1956.0,2.8,1056.0
1754586323,2014.0,57.0,1956.0,2.8,1056.0
1754586328,2014.0,57.0,1956.0,2.8,1056.0
1754586333,2014.0,57.0,1957.0,2.8,1056.0
1754586338,2014.0,57.0,1957.0,2.8,1056.0
1754586343,2014.0,57.0,1957.0,2.8,1056.0
1754586348,2014.0,57.0,1957.0,2.8,1056.0
1754586353,2014.0,57.0,1957.0,2.8,1056.0
1754586358,2014.0,57.0,1957.0,2.8,1056.0
1754586363,2014.0,57.0,1957.0,2.8,1056.0
1754586368,2014.0,57.0,1957.0,2.8,1056.0
1754586373,2014.0,57.0,1957.0,2.8,1056.0
1754586378,2014.0,57.0,1957.0,2.8,1056.0
1754586383,2014.0,57.0,1957.0,2.8,1056.0
1754586388,2014.0,57.0,1957.0,2.8,1056.0
1754586393,2014.0,56.0,1958.0,2.8,1056.0
1754586398,2014.0,45.0,1969.0,2.2,1056.0
1754586403,2014.0,45.0,1969.0,2.2,1056.0
1754586408,2014.0,45.0,1969.0,2.2,1056.0
1754586413,2014.0,45.0,1968.0,2.2,1056.0
1754586418,2014.0,45.0,1969.0,2.2,1056.0
1754586423,2014.0,45.0,1969.0,2.2,1056.0
1754586428,2014.0,45.0,1968.0,2.2,1056.0
1754586433,2014.0,46.0,1968.0,2.3,1056.0
1754586438,2014.0,46.0,1968.0,2.3,1056.0
1754586443,2014.0,47.0,1967.0,2.3,1056.0
1754586448,2014.0,48.0,1966.0,2.4,1056.0
1754586453,2014.0,49.0,1965.0,2.4,1056.0
1754586458,2014.0,49.0,1965.0,2.4,1056.0
1754586463,2014.0,47.0,1967.0,2.3,1056.0
1754586468,2014.0,48.0,1966.0,2.4,1056.0
1754586473,2014.0,48.0,1965.0,2.4,1056.0
1754586478,2014.0,50.0,1964.0,2.5,1056.0
1754586483,2014.0,50.0,1964.0,2.5,1056.0
1754586488,2014.0,49.0,1964.0,2.4,1056.0
1754586493,2014.0,50.0,1964.0,2.5,1056.0
1754586498,2014.0,54.0,1960.0,2.7,1056.0
1754586503,2014.0,54.0,1960.0,2.7,1056.0
1754586508,2014.0,55.0,1959.0,2.7,1056.0
1754586513,2014.0,56.0,1958.0,2.8,1054.0
1754586518,2014.0,56.0,1958.0,2.8,1054.0
1754586523,2014.0,57.0,1957.0,2.8,1054.0
1754586528,2014.0,55.0,1959.0,2.7,1054.0
1754586533,2014.0,55.0,1959.0,2.7,1054.0
1754586538,2014.0,55.0,1959.0,2.7,1054.0
1754586543,2014.0,55.0,1959.0,2.7,1054.0
1754586548,2014.0,55.0,1958.0,2.7,1054.0
1754586553,2014.0,55.0,1958.0,2.7,1054.0
1754586558,2014.0,56.0,1958.0,2.8,1054.0
1754586563,2014.0,56.0,1958.0,2.8,1054.0
1754586568,2014.0,56.0,1958.0,2.8,1054.0
1754586573,2014.0,56.0,1958.0,2.8,1054.0
1754586578,2014.0,56.0,1958.0,2.8,1054.0
1754586583,2014.0,56.0,1958.0,2.8,1054.0
1754586588,2014.0,56.0,1958.0,2.8,1054.0
1754586593,2014.0,56.0,1958.0,2.8,1054.0
1754586598,2014.0,56.0,1958.0,2.8,1054.0
1754586603,2014.0,56.0,1958.0,2.8,1054.0
1754586608,2014.0,56.0,1958.0,2.8,1054.0
1754586613,2014.0,56.0,1958.0,2.8,1054.0
1754586618,2014.0,56.0,1958.0,2.8,1054.0
1754586623,2014.0,55.0,1959.0,2.7,1054.0
1754586628,2014.0,55.0,1959.0,2.7,1054.0
1754586633,2014.0,44.0,1970.0,2.2,1054.0
1754586638,2014.0,44.0,1970.0,2.2,1054.0
1754586643,2014.0,44.0,1970.0,2.2,1054.0
1754586648,2014.0,44.0,1970.0,2.2,1054.0
1754586653,2014.0,44.0,1970.0,2.2,1054.0
1754586658,2014.0,44.0,1970.0,2.2,1054.0
1754586663,2014.0,44.0,1970.0,2.2,1054.0
1754586668,2014.0,45.0,1969.0,2.2,1054.0
1754586673,2014.0,45.0,1968.0,2.2,1054.0
1754586678,2014.0,46.0,1967.0,2.3,1054.0
1754586683,2014.0,47.0,1967.0,2.3,1054.0
1754586688,2014.0,48.0,1966.0,2.4,1054.0
1754586693,2014.0,47.0,1967.0,2.3,1054.0
1754586698,2014.0,47.0,1967.0,2.3,1054.0
1754586703,2014.0,48.0,1966.0,2.4,1054.0
1754586708,2014.0,49.0,1965.0,2.4,1054.0
1754586713,2014.0,49.0,1965.0,2.4,1054.0
1754586718,2014.0,49.0,1965.0,2.4,1054.0
1754586723,2014.0,53.0,1961.0,2.6,1054.0
1754586728,2014.0,54.0,1960.0,2.7,1054.0
1754586733,2014.0,54.0,1960.0,2.7,1054.0
1754586738,2014.0,55.0,1959.0,2.7,1054.0
1754586743,2014.0,56.0,1958.0,2.8,1054.0
1754586748,2014.0,57.0,1957.0,2.8,1054.0
1754586753,2014.0,57.0,1957.0,2.8,1054.0
1754586758,2014.0,57.0,1957.0,2.8,1054.0
1754586764,2014.0,57.0,1957.0,2.8,1054.0
1754586769,2014.0,57.0,1957.0,2.8,1054.0
